"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'11140," 吝备",'1801,"40技",2025,1706.0000,842.0000,864.0000
'11140," 吝备",'1802,"41技",2025,1601.0000,789.0000,812.0000
'11140," 吝备",'1803,"42技",2025,1807.0000,909.0000,898.0000
'11140," 吝备",'1804,"43技",2025,1694.0000,813.0000,881.0000
'11140," 吝备",'1805,"44技",2025,1707.0000,893.0000,814.0000
'11140," 吝备",'1901,"45技",2025,1710.0000,853.0000,857.0000
'11140," 吝备",'1902,"46技",2025,1608.0000,815.0000,793.0000
'11140," 吝备",'1903,"47技",2025,1384.0000,733.0000,651.0000
'11140," 吝备",'1904,"48技",2025,1467.0000,706.0000,761.0000
'11140," 吝备",'1905,"49技",2025,1414.0000,733.0000,681.0000
'11140," 吝备",'2101,"50技",2025,1472.0000,744.0000,728.0000
'11140," 吝备",'2102,"51技",2025,1650.0000,829.0000,821.0000
'11140," 吝备",'2103,"52技",2025,1672.0000,777.0000,895.0000
'11140," 吝备",'2104,"53技",2025,1791.0000,861.0000,930.0000
'11140," 吝备",'2105,"54技",2025,1990.0000,1015.0000,975.0000
'11140," 吝备",'2301,"55技",2025,1949.0000,948.0000,1001.0000
'11140," 吝备",'2302,"56技",2025,1964.0000,1026.0000,938.0000
'11140," 吝备",'2303,"57技",2025,1938.0000,952.0000,986.0000
'11140," 吝备",'2304,"58技",2025,1776.0000,889.0000,887.0000
'11140," 吝备",'2305,"59技",2025,1596.0000,883.0000,713.0000
'11140," 吝备",'2601,"60技",2025,1737.0000,828.0000,909.0000
'11140," 吝备",'2602,"61技",2025,1818.0000,903.0000,915.0000
'11140," 吝备",'2603,"62技",2025,1756.0000,881.0000,875.0000
'11140," 吝备",'2604,"63技",2025,1829.0000,928.0000,901.0000
'11140," 吝备",'2605,"64技",2025,1893.0000,961.0000,932.0000
'11140," 吝备",'2801,"65技",2025,1954.0000,935.0000,1019.0000
'11140," 吝备",'2802,"66技",2025,1799.0000,907.0000,892.0000
'11140," 吝备",'2803,"67技",2025,1744.0000,836.0000,908.0000
'11140," 吝备",'2804,"68技",2025,1749.0000,867.0000,882.0000
'11140," 吝备",'2805,"69技",2025,1630.0000,787.0000,843.0000
'11140," 吝备",'3101,"70技",2025,1665.0000,795.0000,870.0000
'11140," 吝备",'3102,"71技",2025,1425.0000,708.0000,717.0000
'11140," 吝备",'3103,"72技",2025,1202.0000,555.0000,647.0000
'11140," 吝备",'3104,"73技",2025,1303.0000,596.0000,707.0000
'11140," 吝备",'3105,"74技",2025,899.0000,426.0000,473.0000
'11140," 吝备",'3301,"75技",2025,1029.0000,469.0000,560.0000
'11140," 吝备",'3302,"76技",2025,1036.0000,469.0000,567.0000
'11140," 吝备",'3303,"77技",2025,1004.0000,462.0000,542.0000
'11140," 吝备",'3304,"78技",2025,1044.0000,449.0000,595.0000
'11140," 吝备",'3305,"79技",2025,834.0000,327.0000,507.0000
'11140," 吝备",'3601,"80技",2025,727.0000,292.0000,435.0000
'11140," 吝备",'3602,"81技",2025,751.0000,305.0000,446.0000
'11140," 吝备",'3603,"82技",2025,720.0000,285.0000,435.0000
'11140," 吝备",'3604,"83技",2025,801.0000,337.0000,464.0000
'11140," 吝备",'3605,"84技",2025,708.0000,265.0000,443.0000
'11140," 吝备",'3801,"85技",2025,524.0000,182.0000,342.0000
'11140," 吝备",'3802,"86技",2025,504.0000,200.0000,304.0000
'11140," 吝备",'3803,"87技",2025,421.0000,144.0000,277.0000
'11140," 吝备",'3804,"88技",2025,340.0000,96.0000,244.0000
'11140," 吝备",'3805,"89技",2025,319.0000,104.0000,215.0000
'11140," 吝备",'4101,"90技",2025,256.0000,76.0000,180.0000
'11140," 吝备",'4102,"91技",2025,188.0000,50.0000,138.0000
'11140," 吝备",'4103,"92技",2025,163.0000,36.0000,127.0000
'11140," 吝备",'4104,"93技",2025,103.0000,24.0000,79.0000
'11140," 吝备",'4105,"94技",2025,86.0000,26.0000,60.0000
'11140," 吝备",'4301,"95技",2025,54.0000,9.0000,45.0000
'11140," 吝备",'4302,"96技",2025,61.0000,19.0000,42.0000
'11140," 吝备",'4303,"97技",2025,41.0000,15.0000,26.0000
'11140," 吝备",'4304,"98技",2025,35.0000,5.0000,30.0000
'11140," 吝备",'4305,"99技",2025,16.0000,2.0000,14.0000
'11140," 吝备",'440,"100技 捞惑",2025,22.0000,7.0000,15.0000
'11170," 侩魂备",'000,"拌",2025,201894.0000,96065.0000,105829.0000
'11170," 侩魂备",'0401,"0技",2025,1052.0000,537.0000,515.0000
'11170," 侩魂备",'0402,"1技",2025,951.0000,471.0000,480.0000
'11170," 侩魂备",'0403,"2技",2025,852.0000,437.0000,415.0000
'11170," 侩魂备",'0404,"3技",2025,917.0000,454.0000,463.0000
'11170," 侩魂备",'0405,"4技",2025,912.0000,482.0000,430.0000
'11170," 侩魂备",'0501,"5技",2025,955.0000,485.0000,470.0000
'11170," 侩魂备",'0502,"6技",2025,1016.0000,522.0000,494.0000
'11170," 侩魂备",'0503,"7技",2025,983.0000,484.0000,499.0000
'11170," 侩魂备",'0504,"8技",2025,1042.0000,511.0000,531.0000
'11170," 侩魂备",'0505,"9技",2025,1140.0000,578.0000,562.0000
'11170," 侩魂备",'0701,"10技",2025,1164.0000,587.0000,577.0000
'11170," 侩魂备",'0702,"11技",2025,1179.0000,606.0000,573.0000
'11170," 侩魂备",'0703,"12技",2025,1175.0000,605.0000,570.0000
'11170," 侩魂备",'0704,"13技",2025,1258.0000,663.0000,595.0000
'11170," 侩魂备",'0705,"14技",2025,1211.0000,641.0000,570.0000
'11170," 侩魂备",'1001,"15技",2025,1265.0000,659.0000,606.0000
'11170," 侩魂备",'1002,"16技",2025,1217.0000,643.0000,574.0000
'11170," 侩魂备",'1003,"17技",2025,1287.0000,648.0000,639.0000
'11170," 侩魂备",'1004,"18技",2025,1417.0000,693.0000,724.0000
'11170," 侩魂备",'1005,"19技",2025,1448.0000,693.0000,755.0000
'11170," 侩魂备",'1201,"20技",2025,1581.0000,688.0000,893.0000
'11170," 侩魂备",'1202,"21技",2025,1848.0000,837.0000,1011.0000
'11170," 侩魂备",'1203,"22技",2025,1954.0000,820.0000,1134.0000
'11170," 侩魂备",'1204,"23技",2025,2120.0000,894.0000,1226.0000
'11170," 侩魂备",'1205,"24技",2025,2404.0000,1028.0000,1376.0000
'11170," 侩魂备",'1301,"25技",2025,2952.0000,1296.0000,1656.0000
'11170," 侩魂备",'1302,"26技",2025,2974.0000,1312.0000,1662.0000
'11170," 侩魂备",'1303,"27技",2025,3243.0000,1470.0000,1773.0000
'11170," 侩魂备",'1304,"28技",2025,3624.0000,1686.0000,1938.0000
'11170," 侩魂备",'1305,"29技",2025,3873.0000,1784.0000,2089.0000
'11170," 侩魂备",'1501,"30技",2025,4085.0000,1934.0000,2151.0000
'11170," 侩魂备",'1502,"31技",2025,4262.0000,2057.0000,2205.0000
'11170," 侩魂备",'1503,"32技",2025,4111.0000,1962.0000,2149.0000
'11170," 侩魂备",'1504,"33技",2025,4291.0000,2139.0000,2152.0000
'11170," 侩魂备",'1505,"34技",2025,4074.0000,1998.0000,2076.0000
'11170," 侩魂备",'1601,"35技",2025,3743.0000,1846.0000,1897.0000
'11170," 侩魂备",'1602,"36技",2025,3414.0000,1673.0000,1741.0000
'11170," 侩魂备",'1603,"37技",2025,3269.0000,1641.0000,1628.0000
'11170," 侩魂备",'1604,"38技",2025,3008.0000,1453.0000,1555.0000
'11170," 侩魂备",'1605,"39技",2025,2985.0000,1442.0000,1543.0000
'11170," 侩魂备",'1801,"40技",2025,3111.0000,1541.0000,1570.0000
'11170," 侩魂备",'1802,"41技",2025,2847.0000,1458.0000,1389.0000
'11170," 侩魂备",'1803,"42技",2025,2996.0000,1515.0000,1481.0000
'11170," 侩魂备",'1804,"43技",2025,3228.0000,1600.0000,1628.0000
'11170," 侩魂备",'1805,"44技",2025,3083.0000,1586.0000,1497.0000
'11170," 侩魂备",'1901,"45技",2025,3190.0000,1577.0000,1613.0000
'11170," 侩魂备",'1902,"46技",2025,2843.0000,1377.0000,1466.0000
'11170," 侩魂备",'1903,"47技",2025,2456.0000,1202.0000,1254.0000
'11170," 侩魂备",'1904,"48技",2025,2692.0000,1292.0000,1400.0000
'11170," 侩魂备",'1905,"49技",2025,2613.0000,1194.0000,1419.0000
'11170," 侩魂备",'2101,"50技",2025,2746.0000,1297.0000,1449.0000
'11170," 侩魂备",'2102,"51技",2025,3000.0000,1517.0000,1483.0000
'11170," 侩魂备",'2103,"52技",2025,3090.0000,1481.0000,1609.0000
'11170," 侩魂备",'2104,"53技",2025,3405.0000,1586.0000,1819.0000
'11170," 侩魂备",'2105,"54技",2025,3610.0000,1717.0000,1893.0000
'11170," 侩魂备",'2301,"55技",2025,3473.0000,1671.0000,1802.0000
'11170," 侩魂备",'2302,"56技",2025,3507.0000,1736.0000,1771.0000
'11170," 侩魂备",'2303,"57技",2025,3222.0000,1593.0000,1629.0000
'11170," 侩魂备",'2304,"58技",2025,3111.0000,1460.0000,1651.0000
'11170," 侩魂备",'2305,"59技",2025,2681.0000,1385.0000,1296.0000
'11170," 侩魂备",'2601,"60技",2025,2966.0000,1440.0000,1526.0000
'11170," 侩魂备",'2602,"61技",2025,2921.0000,1451.0000,1470.0000
'11170," 侩魂备",'2603,"62技",2025,2945.0000,1441.0000,1504.0000
'11170," 侩魂备",'2604,"63技",2025,3014.0000,1500.0000,1514.0000
'11170," 侩魂备",'2605,"64技",2025,2975.0000,1483.0000,1492.0000
'11170," 侩魂备",'2801,"65技",2025,2951.0000,1428.0000,1523.0000
'11170," 侩魂备",'2802,"66技",2025,2883.0000,1388.0000,1495.0000
'11170," 侩魂备",'2803,"67技",2025,2610.0000,1283.0000,1327.0000
'11170," 侩魂备",'2804,"68技",2025,2636.0000,1266.0000,1370.0000
'11170," 侩魂备",'2805,"69技",2025,2380.0000,1143.0000,1237.0000
'11170," 侩魂备",'3101,"70技",2025,2392.0000,1121.0000,1271.0000
'11170," 侩魂备",'3102,"71技",2025,2041.0000,963.0000,1078.0000
'11170," 侩魂备",'3103,"72技",2025,1804.0000,844.0000,960.0000
'11170," 侩魂备",'3104,"73技",2025,1793.0000,807.0000,986.0000
'11170," 侩魂备",'3105,"74技",2025,1271.0000,580.0000,691.0000
'11170," 侩魂备",'3301,"75技",2025,1455.0000,656.0000,799.0000
'11170," 侩魂备",'3302,"76技",2025,1444.0000,649.0000,795.0000
'11170," 侩魂备",'3303,"77技",2025,1442.0000,651.0000,791.0000
'11170," 侩魂备",'3304,"78技",2025,1411.0000,572.0000,839.0000
'11170," 侩魂备",'3305,"79技",2025,1158.0000,459.0000,699.0000
'11170," 侩魂备",'3601,"80技",2025,1058.0000,430.0000,628.0000
'11170," 侩魂备",'3602,"81技",2025,1069.0000,408.0000,661.0000
'11170," 侩魂备",'3603,"82技",2025,1003.0000,406.0000,597.0000
'11170," 侩魂备",'3604,"83技",2025,1193.0000,471.0000,722.0000
'11170," 侩魂备",'3605,"84技",2025,937.0000,381.0000,556.0000
'11170," 侩魂备",'3801,"85技",2025,790.0000,295.0000,495.0000
'11170," 侩魂备",'3802,"86技",2025,762.0000,276.0000,486.0000
'11170," 侩魂备",'3803,"87技",2025,713.0000,261.0000,452.0000
'11170," 侩魂备",'3804,"88技",2025,581.0000,191.0000,390.0000
'11170," 侩魂备",'3805,"89技",2025,502.0000,158.0000,344.0000
'11170," 侩魂备",'4101,"90技",2025,383.0000,124.0000,259.0000
'11170," 侩魂备",'4102,"91技",2025,330.0000,109.0000,221.0000
'11170," 侩魂备",'4103,"92技",2025,233.0000,72.0000,161.0000
'11170," 侩魂备",'4104,"93技",2025,191.0000,61.0000,130.0000
'11170," 侩魂备",'4105,"94技",2025,154.0000,55.0000,99.0000
'11170," 侩魂备",'4301,"95技",2025,96.0000,27.0000,69.0000
'11170," 侩魂备",'4302,"96技",2025,89.0000,27.0000,62.0000
'11170," 侩魂备",'4303,"97技",2025,49.0000,17.0000,32.0000
'11170," 侩魂备",'4304,"98技",2025,33.0000,3.0000,30.0000
'11170," 侩魂备",'4305,"99技",2025,25.0000,5.0000,20.0000
'11170," 侩魂备",'440,"100技 捞惑",2025,51.0000,19.0000,32.0000
'11200," 己悼备",'000,"拌",2025,274606.0000,132541.0000,142065.0000
'11200," 己悼备",'0401,"0技",2025,1812.0000,900.0000,912.0000
'11200," 己悼备",'0402,"1技",2025,1587.0000,807.0000,780.0000
'11200," 己悼备",'0403,"2技",2025,1365.0000,701.0000,664.0000
'11200," 己悼备",'0404,"3技",2025,1485.0000,784.0000,701.0000
'11200," 己悼备",'0405,"4技",2025,1540.0000,780.0000,760.0000
'11200," 己悼备",'0501,"5技",2025,1484.0000,796.0000,688.0000
'11200," 己悼备",'0502,"6技",2025,1512.0000,799.0000,713.0000
'11200," 己悼备",'0503,"7技",2025,1570.0000,786.0000,784.0000
'11200," 己悼备",'0504,"8技",2025,1588.0000,828.0000,760.0000
'11200," 己悼备",'0505,"9技",2025,1738.0000,909.0000,829.0000
'11200," 己悼备",'0701,"10技",2025,1710.0000,853.0000,857.0000
'11200," 己悼备",'0702,"11技",2025,1703.0000,852.0000,851.0000
'11200," 己悼备",'0703,"12技",2025,1610.0000,809.0000,801.0000
'11200," 己悼备",'0704,"13技",2025,1617.0000,781.0000,836.0000
'11200," 己悼备",'0705,"14技",2025,1579.0000,789.0000,790.0000
'11200," 己悼备",'1001,"15技",2025,1533.0000,781.0000,752.0000
'11200," 己悼备",'1002,"16技",2025,1526.0000,777.0000,749.0000
'11200," 己悼备",'1003,"17技",2025,1737.0000,856.0000,881.0000
'11200," 己悼备",'1004,"18技",2025,1994.0000,985.0000,1009.0000
'11200," 己悼备",'1005,"19技",2025,2156.0000,1009.0000,1147.0000
'11200," 己悼备",'1201,"20技",2025,2400.0000,1086.0000,1314.0000
'11200," 己悼备",'1202,"21技",2025,2706.0000,1230.0000,1476.0000
'11200," 己悼备",'1203,"22技",2025,3005.0000,1328.0000,1677.0000
'11200," 己悼备",'1204,"23技",2025,3207.0000,1519.0000,1688.0000
'11200," 己悼备",'1205,"24技",2025,3747.0000,1821.0000,1926.0000
'11200," 己悼备",'1301,"25技",2025,4554.0000,2241.0000,2313.0000
'11200," 己悼备",'1302,"26技",2025,4332.0000,2118.0000,2214.0000
'11200," 己悼备",'1303,"27技",2025,4531.0000,2212.0000,2319.0000
'11200," 己悼备",'1304,"28技",2025,4664.0000,2147.0000,2517.0000
'11200," 己悼备",'1305,"29技",2025,4710.0000,2294.0000,2416.0000
'11200," 己悼备",'1501,"30技",2025,5026.0000,2471.0000,2555.0000
'11200," 己悼备",'1502,"31技",2025,5067.0000,2453.0000,2614.0000
'11200," 己悼备",'1503,"32技",2025,5150.0000,2506.0000,2644.0000
'11200," 己悼备",'1504,"33技",2025,5310.0000,2590.0000,2720.0000
'11200," 己悼备",'1505,"34技",2025,5202.0000,2567.0000,2635.0000
'11200," 己悼备",'1601,"35技",2025,4834.0000,2427.0000,2407.0000
'11200," 己悼备",'1602,"36技",2025,4547.0000,2196.0000,2351.0000
'11200," 己悼备",'1603,"37技",2025,4621.0000,2237.0000,2384.0000
'11200," 己悼备",'1604,"38技",2025,4340.0000,2083.0000,2257.0000
'11200," 己悼备",'1605,"39技",2025,4196.0000,2157.0000,2039.0000
'11200," 己悼备",'1801,"40技",2025,4134.0000,2112.0000,2022.0000
'11200," 己悼备",'1802,"41技",2025,4048.0000,2064.0000,1984.0000
'11200," 己悼备",'1803,"42技",2025,4195.0000,2144.0000,2051.0000
'11200," 己悼备",'1804,"43技",2025,4428.0000,2300.0000,2128.0000
'11200," 己悼备",'1805,"44技",2025,4236.0000,2108.0000,2128.0000
'11200," 己悼备",'1901,"45技",2025,4098.0000,2084.0000,2014.0000
'11200," 己悼备",'1902,"46技",2025,3892.0000,1881.0000,2011.0000
'11200," 己悼备",'1903,"47技",2025,3341.0000,1638.0000,1703.0000
'11200," 己悼备",'1904,"48技",2025,3559.0000,1707.0000,1852.0000
'11200," 己悼备",'1905,"49技",2025,3642.0000,1844.0000,1798.0000
'11200," 己悼备",'2101,"50技",2025,3657.0000,1701.0000,1956.0000
'11200," 己悼备",'2102,"51技",2025,4022.0000,1941.0000,2081.0000
'11200," 己悼备",'2103,"52技",2025,4364.0000,2130.0000,2234.0000
'11200," 己悼备",'2104,"53技",2025,4305.0000,2103.0000,2202.0000
'11200," 己悼备",'2105,"54技",2025,4767.0000,2251.0000,2516.0000
'11200," 己悼备",'2301,"55技",2025,4696.0000,2321.0000,2375.0000
'11200," 己悼备",'2302,"56技",2025,4633.0000,2249.0000,2384.0000
'11200," 己悼备",'2303,"57技",2025,4495.0000,2259.0000,2236.0000
'11200," 己悼备",'2304,"58技",2025,4074.0000,1993.0000,2081.0000
'11200," 己悼备",'2305,"59技",2025,3682.0000,1894.0000,1788.0000
'11200," 己悼备",'2601,"60技",2025,4158.0000,1994.0000,2164.0000
'11200," 己悼备",'2602,"61技",2025,3906.0000,1942.0000,1964.0000
'11200," 己悼备",'2603,"62技",2025,3789.0000,1895.0000,1894.0000
'11200," 己悼备",'2604,"63技",2025,4124.0000,2074.0000,2050.0000
'11200," 己悼备",'2605,"64技",2025,4134.0000,2047.0000,2087.0000
'11200," 己悼备",'2801,"65技",2025,4251.0000,2086.0000,2165.0000
'11200," 己悼备",'2802,"66技",2025,3868.0000,1838.0000,2030.0000
'11200," 己悼备",'2803,"67技",2025,3589.0000,1793.0000,1796.0000
'11200," 己悼备",'2804,"68技",2025,3533.0000,1702.0000,1831.0000
'11200," 己悼备",'2805,"69技",2025,3223.0000,1506.0000,1717.0000
'11200," 己悼备",'3101,"70技",2025,3223.0000,1479.0000,1744.0000
'11200," 己悼备",'3102,"71技",2025,2731.0000,1280.0000,1451.0000
'11200," 己悼备",'3103,"72技",2025,2396.0000,1120.0000,1276.0000
'11200," 己悼备",'3104,"73技",2025,2525.0000,1178.0000,1347.0000
'11200," 己悼备",'3105,"74技",2025,1788.0000,786.0000,1002.0000
'11200," 己悼备",'3301,"75技",2025,2016.0000,912.0000,1104.0000
'11200," 己悼备",'3302,"76技",2025,2023.0000,902.0000,1121.0000
'11200," 己悼备",'3303,"77技",2025,1903.0000,812.0000,1091.0000
'11200," 己悼备",'3304,"78技",2025,2029.0000,895.0000,1134.0000
'11200," 己悼备",'3305,"79技",2025,1649.0000,667.0000,982.0000
'11200," 己悼备",'3601,"80技",2025,1427.0000,569.0000,858.0000
'11200," 己悼备",'3602,"81技",2025,1434.0000,621.0000,813.0000
'11200," 己悼备",'3603,"82技",2025,1403.0000,564.0000,839.0000
'11200," 己悼备",'3604,"83技",2025,1553.0000,631.0000,922.0000
'11200," 己悼备",'3605,"84技",2025,1174.0000,477.0000,697.0000
'11200," 己悼备",'3801,"85技",2025,1023.0000,379.0000,644.0000
'11200," 己悼备",'3802,"86技",2025,913.0000,347.0000,566.0000
'11200," 己悼备",'3803,"87技",2025,730.0000,247.0000,483.0000
'11200," 己悼备",'3804,"88技",2025,675.0000,216.0000,459.0000
'11200," 己悼备",'3805,"89技",2025,547.0000,162.0000,385.0000
'11200," 己悼备",'4101,"90技",2025,402.0000,121.0000,281.0000
'11200," 己悼备",'4102,"91技",2025,357.0000,111.0000,246.0000
'11200," 己悼备",'4103,"92技",2025,231.0000,66.0000,165.0000
'11200," 己悼备",'4104,"93技",2025,186.0000,47.0000,139.0000
'11200," 己悼备",'4105,"94技",2025,121.0000,24.0000,97.0000
'11200," 己悼备",'4301,"95技",2025,93.0000,20.0000,73.0000
'11200," 己悼备",'4302,"96技",2025,78.0000,16.0000,62.0000
'11200," 己悼备",'4303,"97技",2025,49.0000,9.0000,40.0000
'11200," 己悼备",'4304,"98技",2025,42.0000,10.0000,32.0000
'11200," 己悼备",'4305,"99技",2025,18.0000,2.0000,16.0000
'11200," 己悼备",'440,"100技 捞惑",2025,29.0000,5.0000,24.0000
'11215," 堡柳备",'000,"拌",2025,331167.0000,158534.0000,172633.0000
'11215," 堡柳备",'0401,"0技",2025,1269.0000,651.0000,618.0000
'11215," 堡柳备",'0402,"1技",2025,1170.0000,614.0000,556.0000
'11215," 堡柳备",'0403,"2技",2025,1072.0000,547.0000,525.0000
'11215," 堡柳备",'0404,"3技",2025,1141.0000,571.0000,570.0000
'11215," 堡柳备",'0405,"4技",2025,1223.0000,624.0000,599.0000
'11215," 堡柳备",'0501,"5技",2025,1259.0000,621.0000,638.0000
'11215," 堡柳备",'0502,"6技",2025,1445.0000,745.0000,700.0000
'11215," 堡柳备",'0503,"7技",2025,1513.0000,774.0000,739.0000
'11215," 堡柳备",'0504,"8技",2025,1560.0000,801.0000,759.0000
'11215," 堡柳备",'0505,"9技",2025,1856.0000,962.0000,894.0000
'11215," 堡柳备",'0701,"10技",2025,2044.0000,1041.0000,1003.0000
'11215," 堡柳备",'0702,"11技",2025,1992.0000,1040.0000,952.0000
'11215," 堡柳备",'0703,"12技",2025,2123.0000,1096.0000,1027.0000
'11215," 堡柳备",'0704,"13技",2025,2324.0000,1193.0000,1131.0000
'11215," 堡柳备",'0705,"14技",2025,2267.0000,1121.0000,1146.0000
'11215," 堡柳备",'1001,"15技",2025,2285.0000,1200.0000,1085.0000
'11215," 堡柳备",'1002,"16技",2025,2171.0000,1103.0000,1068.0000
'11215," 堡柳备",'1003,"17技",2025,2329.0000,1189.0000,1140.0000
'11215," 堡柳备",'1004,"18技",2025,2572.0000,1259.0000,1313.0000
'11215," 堡柳备",'1005,"19技",2025,2750.0000,1319.0000,1431.0000
'11215," 堡柳备",'1201,"20技",2025,2839.0000,1296.0000,1543.0000
'11215," 堡柳备",'1202,"21技",2025,3417.0000,1455.0000,1962.0000
'11215," 堡柳备",'1203,"22技",2025,4189.0000,1875.0000,2314.0000
'11215," 堡柳备",'1204,"23技",2025,4345.0000,1990.0000,2355.0000
'11215," 堡柳备",'1205,"24技",2025,5315.0000,2405.0000,2910.0000
'11215," 堡柳备",'1301,"25技",2025,6646.0000,3029.0000,3617.0000
'11215," 堡柳备",'1302,"26技",2025,6599.0000,3058.0000,3541.0000
'11215," 堡柳备",'1303,"27技",2025,7023.0000,3194.0000,3829.0000
'11215," 堡柳备",'1304,"28技",2025,7105.0000,3275.0000,3830.0000
'11215," 堡柳备",'1305,"29技",2025,7359.0000,3460.0000,3899.0000
'11215," 堡柳备",'1501,"30技",2025,7257.0000,3492.0000,3765.0000
'11215," 堡柳备",'1502,"31技",2025,6964.0000,3413.0000,3551.0000
'11215," 堡柳备",'1503,"32技",2025,6721.0000,3348.0000,3373.0000
'11215," 堡柳备",'1504,"33技",2025,6482.0000,3250.0000,3232.0000
'11215," 堡柳备",'1505,"34技",2025,5889.0000,3001.0000,2888.0000
'11215," 堡柳备",'1601,"35技",2025,5189.0000,2649.0000,2540.0000
'11215," 堡柳备",'1602,"36技",2025,4919.0000,2487.0000,2432.0000
'11215," 堡柳备",'1603,"37技",2025,4682.0000,2339.0000,2343.0000
'11215," 堡柳备",'1604,"38技",2025,4425.0000,2187.0000,2238.0000
'11215," 堡柳备",'1605,"39技",2025,4297.0000,2086.0000,2211.0000
'11215," 堡柳备",'1801,"40技",2025,4485.0000,2194.0000,2291.0000
'11215," 堡柳备",'1802,"41技",2025,4168.0000,2068.0000,2100.0000
'11215," 堡柳备",'1803,"42技",2025,4671.0000,2293.0000,2378.0000
'11215," 堡柳备",'1804,"43技",2025,4952.0000,2367.0000,2585.0000
'11215," 堡柳备",'1805,"44技",2025,4923.0000,2396.0000,2527.0000
'11215," 堡柳备",'1901,"45技",2025,4899.0000,2402.0000,2497.0000
'11215," 堡柳备",'1902,"46技",2025,4847.0000,2331.0000,2516.0000
'11215," 堡柳备",'1903,"47技",2025,4073.0000,2064.0000,2009.0000
